Sample,Antigen,IgG1,IgG1f,IgG3,IgG3f
100681,IIIb.pr55.Gag,5.290223958037726,5.3041077445373155,18071.50298902759,56697.07621922941
100681,SOSIP,384.58340780435174,952.1569868976491,680545.0744396808,716827.9075966848
100681,gp120.BAL,532.8110255735594,1400.537856828111,891374.665932027,388855.83331218
100681,gp120.Du151,613.7169220386339,281.34322682890445,805649.2130935052,419075.8564355072
100681,gp120.Du156.12,60.18846879269416,67.96147227488302,218674.81102800948,151925.43879712108
100681,gp120.IIIb,93.92351591679768,108.00536375594311,389184.284206026,233440.19614269756
100681,gp120.JRCSF,632.1931862175335,2172.9743809530883,966949.7670563374,927407.3699665635
100681,gp120.MN,262.3480241862092,385.1505087916365,760503.1763207857,414685.9071157292
100681,gp120.PVO,118.2750818053297,152.33359072519895,443045.04901809705,280994.4273968884
100681,gp120.SF162,710.1155926405378,3150.3193988392422,808216.9283872026,933354.2041233906
100681,gp120.TRO,288.3032310838948,488.798984127785,659035.0117747345,449898.10990258446
100681,gp120.YU2,304.7360455778943,457.248173889759,848711.7635155984,671138.1131729383
100681,gp120.ZM109F,31.152690300634916,33.13324590689996,99537.72852640139,68115.36673318602
100681,gp140.Du151,472.8948506892357,1034.4656109160162,738738.0627910502,940657.1277407819
100681,gp41.HXBc2,961.7250793065308,6856.106341346184,1025916.7739714455,1475149.019091412
100681,p24.HXBc2,880.160719521466,3230.178969603704,775566.4732941177,506041.92082706024
100681,p24.IIIb,887.4722613456771,3844.1213405793474,836527.8496780153,804026.4624430393
101013,IIIb.pr55.Gag,0.24911301337761227,0.2486617160141781,9576.610523522431,280155.83771688427
101013,SOSIP,134.98377778683067,182.11853201042453,320108.3227341008,1101107.4875268869
101013,gp120.BAL,124.2466479146905,171.0500393840109,432658.3175193024,911951.3845652713
101013,gp120.Du151,5.055877949752576,5.11614042778538,97459.79210156875,41668.958397505856
101013,gp120.Du156.12,15.087281488175309,15.350766681179103,66442.24124832377,93113.70639190772
101013,gp120.IIIb,25.502584084219333,26.36899819596424,168408.62094546415,273963.8484965552
101013,gp120.JRCSF,161.40704698298242,207.91153172768747,722976.7158282885,1435291.411212674
101013,gp120.MN,24.86087397617188,26.299624208520335,111867.39589094059,188558.95288804494
101013,gp120.PVO,9.835826762252603,10.005148787311523,41693.603373535596,72155.75955395025
101013,gp120.SF162,300.19451833680677,436.4996437364067,738341.6271994509,1432318.2118830967
101013,gp120.TRO,42.42167111086223,46.35979898441285,201761.96877784914,657878.232279208
101013,gp120.YU2,94.11034155754939,106.99767305289512,501669.6948078408,860202.1595709621
101013,gp120.ZM109F,7.148202320537884,7.244543704674031,83160.85422223718,339115.51524400694
101013,gp140.Du151,150.12925258313075,192.81663373095873,445343.0947502829,1138507.2214046621
101013,gp41.HXBc2,994.558877255591,4529.604878123578,1096668.7161292972,2389149.4232069696
101013,p24.HXBc2,74.07011559625091,75.35066362140144,220253.210796828,287562.5195083254
101013,p24.IIIb,106.97464506964907,121.59275600516541,498500.87300795165,855963.51776119
103797,IIIb.pr55.Gag,0.23178974258351306,0.2320565399765909,15564.479528802454,83045.77018332676
103797,SOSIP,49.05051858269902,52.84856945319116,721493.0241140734,1357321.8958975796
103797,gp120.BAL,92.54175544678705,105.2618903277576,825245.3608507139,1300238.8284128003
103797,gp120.Du151,26.344045507158352,27.379849848886,731552.8421325566,673330.3656113766
103797,gp120.Du156.12,34.687714522363336,36.41166853053423,770991.9614239024,986307.0248141568
