Sample,Antigen,IgG1,IgG1f,IgG3,IgG3f
100681,IIIb.pr55.Gag,10.668030259525167,10.748320997195883,44310.002563045586,211708.6159303195
100681,SOSIP,713.8552822556157,1972.5374228760325,1350799.1143711356,1815178.6259638346
100681,gp120.BAL,1020.0138507816208,2915.658914533173,1658466.5733970099,1676598.3652216836
100681,gp120.Du151,657.1565251494692,1153.6163527165943,1570964.5075348278,1707669.3819052596
100681,gp120.Du156.12,119.46588591266796,138.9409264371505,556343.9744727303,415851.2537623494
100681,gp120.IIIb,186.12581097148072,220.75512474511785,820740.2993877004,650092.2978641693
100681,gp120.JRCSF,1168.9148074209998,4619.840578185006,1701758.560108392,3006529.1637742524
100681,gp120.MN,514.3607747564791,790.1059686710948,1427066.036645731,1483321.4151719871
100681,gp120.PVO,237.15488450057973,308.25225712311357,1067934.3614988716,869118.584600948
100681,gp120.SF162,1078.7415026615772,6800.7098968664495,1444694.975459506,2585508.5623213314
100681,gp120.TRO,554.5895228052234,1010.4409659392905,1287107.2755146164,1438097.4443560224
100681,gp120.YU2,596.0740585618012,938.5058119452732,1565622.064377967,1907808.9798961137
100681,gp120.ZM109F,61.53330994841995,68.2064896557147,213081.3788888046,300419.03498131805
100681,gp140.Du151,789.5200735442544,2246.0627808322874,1401948.5470148409,2393770.043339325
100681,gp41.HXBc2,1588.2419180077798,16849.7650762411,1769832.0280960489,4416310.495847233
100681,p24.HXBc2,1434.62444574429,6351.778948446331,1325250.5912209568,1303473.8402287725
100681,p24.IIIb,1319.5574982897613,8315.067126083153,1453065.7501026844,2292806.056319635
101013,IIIb.pr55.Gag,0.5040702041980806,0.5040768241021781,35611.83451714332,465086.3317322819
101013,SOSIP,271.43132906815265,367.24357672471757,1095111.939397995,1393278.688388859
101013,gp120.BAL,252.50723346251314,342.4972004281611,1255600.8603676877,1663418.923589578
101013,gp120.Du151,10.188003980113118,10.371468829966307,315163.3582668733,16537.203293966006
101013,gp120.IIIb,51.04003732057295,53.65711701255781,513219.06846153556,365338.77712321247
101013,gp120.JRCSF,324.55865542970156,419.5294933971451,1583821.8075745718,2569434.125715437
101013,gp120.MN,49.58923628999639,53.66600396208421,467824.9143770539,240592.93838899804
101013,gp120.PVO,19.66093976416388,20.41855776404947,157960.3579700391,122891.69202351868
101013,gp120.SF162,574.5249761464659,907.053009774835,1453208.4165805245,2424564.5648210226
101013,gp120.TRO,85.0063765922397,94.08304041057733,815358.0508713803,856648.2115927669
101013,gp120.YU2,189.4705108743759,215.87715264925808,1159787.5748323456,1267043.0152366736
101013,gp120.ZM109F,14.369113187734502,14.712907765249057,393120.7622662458,497290.2620057264
101013,gp140.Du151,301.65918083746425,388.92738992279504,1167815.6325836866,1601840.6063677275
101013,gp41.HXBc2,1391.5776240730656,9965.286291443126,1924616.0996920723,5140473.905105422
101013,p24.HXBc2,146.9443663958984,154.62169067610358,447375.6222892644,405340.29759470245
101013,p24.IIIb,213.1455441073464,247.42272219754042,1044075.8212403462,1153067.2899964834
103797,IIIb.pr55.Gag,0.46964388374638183,0.4698076397432855,24825.157202752434,281938.00910632254
103797,SOSIP,98.73699030160662,106.86632584995819,1438620.9566243165,3636323.858733296
103797,gp120.BAL,185.04955414645406,213.9984331839717,1590962.7705113508,4458582.085292638
103797,gp120.Du151,53.14678486979157,55.30058208017801,1432553.5061855705,2042812.4957640027
103797,gp120.Du156.12,69.97439122843633,73.51566398504458,1502008.5778490212,2693211.5381568125
103797,gp120.IIIb,52.54162659299425,54.76979465972654,1313283.0878185544,2355434.6859445693
103797,gp120.JRCSF,194.95846000928776,220.3983167302819,1771617.301824931,5266588.671558088
103797,gp120.MN,129.59580877164882,141.3848394565428,1636613.7457402828,4022832.5565592377
103797,gp120.PVO,67.1870475091539,70.74868374593099,1451175.5782853535,3485777.4383873655
103797,gp120.SF162,174.30728776871823,198.29176444358717,1433637.178477908,4180363.9818313774
103797,gp120.TRO,94.50896101944488,101.66210269127477,1394012.4978247003,3747437.932195656
103797,gp120.YU2,144.1968814875349,157.6348008720367,1682660.0168973752,5387268.939859897
103797,gp120.ZM109F,35.57790865794109,36.65030513532465,1234359.9195931666,1584741.925399802
103797,gp140.Du151,86.93552544051457,92.47464537984811,1389528.0850912924,3213345.841122682
103797,gp41.HXBc2,415.9160054097658,555.1244719391807,1667130.1768621034,8340108.042176569
103797,p24.HXBc2,331.19875738340784,444.42502633032007,1287736.046841799,2833063.818696277
103797,p24.IIIb,357.95818052976836,447.520126959201,1541247.3732840966,4200219.116354192
107889,IIIb.pr55.Gag,0.43515250432507163,0.43557759925557116,21176.548961241853,335946.14675310685
107889,SOSIP,157.9819715890917,206.33492574239287,754654.3821376257,1284588.2059163959
107889,gp120.BAL,112.38695578526185,129.94297193583293,908541.562355146,593601.6610883768
107889,gp120.Du151,3.268221203760325,3.3288908413820844,15256.766975108041,43140.725216310886
107889,gp120.Du156.12,92.28774821805413,102.49987643690038,593464.6199312354,813871.2628244587
107889,gp120.IIIb,15.584319523804846,15.947734063490087,132417.5438983223,122867.80470841743
107889,gp120.JRCSF,144.57657740204135,169.6849291164736,1060316.3947134675,977754.3814878935
107889,gp120.MN,13.124688274468745,13.454746429143402,50098.57698717716,58061.78846004059
107889,gp120.PVO,33.00893279078977,34.796671256681144,180319.6039213043,156848.41578844134
107889,gp120.SF162,487.8796950827441,695.3729149654239,1351350.6953159634,2301245.5352823073
107889,gp120.TRO,26.8765700444752,28.07693801594884,154866.49499704575,557727.0134144031
107889,gp120.YU2,103.6124055877358,115.18378190593586,867996.4612589289,1003930.2264767695
107889,gp120.ZM109F,9.118095390913588,9.217825293066742,63762.97742628035,341892.2216884784
107889,gp140.Du151,199.03978011159083,248.07610889357855,774385.8487951618,1236610.5032601596
107889,gp41.HXBc2,1364.7351715375094,6513.9375797533985,1890893.9706667843,5197567.392288439
107889,p24.HXBc2,8.486401819587389,8.442484411138171,81488.04603453887,218307.6322374761
