,index,noise,r2
0,0,0.0,0.9999995495259663
1,1,0.0,0.9999995826061766
2,2,0.0,0.9999993165223379
3,0,0.11666666666666665,0.9701133243304689
4,1,0.11666666666666665,0.9789764368066445
5,2,0.11666666666666665,0.9866346065840211
6,0,0.2333333333333333,0.9394227417760648
7,1,0.2333333333333333,0.902822082993893
8,2,0.2333333333333333,0.9344551197196215
9,0,0.35,0.7482730870703005
10,1,0.35,0.5905368702905889
11,2,0.35,0.7349000713787184
