,index,noise,r2
0,0,0.0,0.999999507481859
1,1,0.0,0.999999181943654
2,2,0.0,0.9999997113168565
3,0,0.11666666666666665,0.9898041386242616
4,1,0.11666666666666665,0.9598118552204958
5,2,0.11666666666666665,0.8103133601581342
6,0,0.2333333333333333,0.8056670543469928
7,1,0.2333333333333333,0.6626443460972404
8,2,0.2333333333333333,0.8915982810298194
9,0,0.35,0.5156740690700414
10,1,0.35,0.8217908439878369
11,2,0.35,0.4846936341023842
