Sample,Antigen,IgG1,IgG1f,IgG3,IgG3f
2,B.617.1.RBD,0.01600814379746989,0.016008999654675424,102425.3759871533,354526.8063641843
2,B.617.1.S,158.52138103500093,164.88992058254317,338170.9297074781,628157.9661144478
2,B.617.2.S,0.16715606716889916,0.16718911261290964,168843.73642446232,351320.8821661478
2,WT.N,123.16028450357247,144.9796224978784,275062.7593268461,465856.13802454463
2,WT.NTD,0.010273030744621228,0.010273264013109172,136114.06552063057,375654.5857169318
2,WT.RBD,0.028240868638855672,0.02824350192262754,115224.70616810395,397588.85074857133
2,WT.S,0.010186625955436835,0.010186989284510074,109728.91993310633,431434.900170822
2,WT.S1,0.003328090396910957,0.003328131902453735,87006.48060913282,363797.12592362525
2,WT.S2,0.04730080399058715,0.04730978838199399,105058.52046936411,382742.23352585634
3,B.1.1.7.RBD,3.435687401768531,3.4612301077593197,165726.72478227792,397867.4709035374
3,B.1.1.7.S,0.15419470376839273,0.15419470308320046,183586.4641465191,431297.4177082277
3,B.1.351.RBD,0.04118798272238474,0.04119333901878835,130689.99501639465,533976.1749989748
3,B.1.351.S,0.4538993947996867,0.45373921323724914,378257.5551587173,1146330.07011776
3,B.1.617.2.RBD,0.00680363989217589,0.006803756876800629,97635.22090940256,380739.68833432393
3,B.617.1.RBD,0.030978719781981436,0.03098127517831204,104979.21235114057,403072.2528653759
3,B.617.1.S,206.65974425163668,225.88157665985912,342503.229683296,770494.8608478678
3,B.617.2.S,6.147081650228397,6.121135579061801,335967.9959857948,476336.7708833643
3,WT.N,113.16871572661803,138.45023163424165,299610.17558891955,485381.59870502143
3,WT.NTD,0.036225244615521804,0.03622797857923264,164503.34760620544,412988.8077942132
3,WT.RBD,0.1670768440575857,0.16714397744882373,162544.63474544985,452893.9874650519
3,WT.S,0.06766825825189796,0.06767495546930855,203387.63198554685,500874.0964373373
3,WT.S1,0.006580994556276391,0.006581110881555331,93528.26818842291,441232.4938157386
3,WT.S2,0.3040971440936521,0.30430428222863515,141579.9360817971,482884.54982500453
4,B.1.1.7.RBD,329.77202467489747,275.9236550939183,382949.29629253584,430352.2261640543
4,B.1.1.7.S,2717.293348014667,1253.7445292333944,1087395.7648746823,881447.1232646002
4,B.1.351.RBD,1.9434387309774825,1.946576696790873,289818.76308803767,504715.0332857792
4,B.1.351.S,547.0683047363309,502.87534953942543,1646608.439062747,1603018.3408318793
4,B.1.617.2.RBD,0.043945157988934114,0.04394844067394948,156200.59831900688,363540.43237458024
4,B.617.1.RBD,0.25406077818681594,0.2541081494695331,233015.723149489,377494.38092957233
4,B.617.1.S,3881.7638016479245,22887.65690152738,2261720.4363624747,904560.3276811639
4,B.617.2.S,9289.638606655626,9155.045244911604,1730563.5494133933,906993.1092198024
4,WT.N,157.84163770648755,174.15828971232992,381578.1530860353,416353.8773836732
4,WT.NTD,0.08039225574169787,0.08040232427776825,254454.23045546704,500170.32247049024
4,WT.RBD,84383.3283168347,5937.992940213511,1468988.3688038876,501452.1969655576
4,WT.S,275.7715457316512,275.24681984544935,1195516.169615917,884864.7692745484
4,WT.S1,57.12372894466452,55.676016720985345,674521.7542455246,523083.80908739584
4,WT.S2,14.681728022703965,14.786761571588244,2274539.3616856714,555812.1355240113
5,B.1.1.7.RBD,82.81575415789474,87.12211374053035,253642.79249284184,399973.7007799342
5,B.1.1.7.S,143.1691161337282,121.26077608200956,461571.77774232323,432875.991500058
5,B.1.351.RBD,0.5897825954804259,0.590325263993391,221288.4172114381,550946.3825380602
5,B.1.351.S,32.771922813094314,32.13923931981838,714472.2203696981,1584371.45988675
5,B.1.617.2.RBD,0.019938136476994228,0.019938887120078894,146194.2491664463,371066.24912606284
5,B.617.1.RBD,0.1353114755670765,0.135346399112258,171958.51055803066,404912.82035904116
5,B.617.1.S,1860.4114306944466,1370.9123663547014,423319.1310695412,865219.4906879342
5,B.617.2.S,61.115053524406335,57.747462728545806,458086.8013631686,597867.8161333542
5,WT.N,176.26977933311935,209.13048080384974,329539.5206258163,391286.77224766056
5,WT.NTD,0.0713340009403508,0.07134218331785987,242176.3311885476,487569.5395013497
5,WT.RBD,1071.8746221643582,612.2001041554566,702238.9231288052,502140.5019285328
5,WT.S,0.6270610182499079,0.6272031894556953,269811.8843409048,494823.17221385567
5,WT.S1,1.6750533083667791,1.6735322766913232,352039.8178243198,344944.9844065887
5,WT.S2,0.13522175802859854,0.1352662156417852,128054.22059812184,503303.0784393523
6,B.1.1.7.RBD,63.788622709501745,65.83577325375583,269389.0320223606,375183.76341730537
6,B.1.1.7.S,2818.462139673352,1132.1160412568831,996771.7597971486,527623.0916777854
6,B.1.351.RBD,0.18099856698634278,0.18106296806472372,194911.19394760684,521735.403902497
6,B.1.351.S,599544.7760758647,3145.314007720357,1412795.2000758376,544661.2078896968
6,B.1.617.2.RBD,0.011408722071005914,0.011409041310649841,123693.70564862552,386663.4476931348
6,B.617.1.RBD,0.08062054028480235,0.08063016960300026,166373.05792701466,409911.5070361393
6,B.617.1.S,33392.74289844002,1677.3853290422533,892792.0950262432,923478.9583647484
6,B.617.2.S,31745.094298840202,3455.61423583974,1515987.8370286261,669924.120073987
6,WT.N,87.0086417804578,104.69475322313755,359814.7873581629,361197.9541684568
6,WT.NTD,0.019687542365508136,0.01968850681239428,165836.65016079828,437157.768376595
6,WT.RBD,1146.6538740248434,750.4925086116717,878135.5582700338,347028.37792067893
6,WT.S,115.24277075899408,108.55475003661877,769412.1965943157,585372.7422387825
6,WT.S1,3.2999528159513507,3.2919618673316813,477539.88448734407,331407.40001259715
