,Sample,Antigen,IgG1,IgG1f,IgG3,IgG3f
643,2_21,RBD,105.64777645412082,134.60191284788831,117546.36764140277,836548.3703036372
644,2_21,S,34.59570663090772,37.15218798064994,109962.13838495078,755527.0643540332
645,2_21,S1,71.95614677379365,83.42760711412046,115063.88188183754,741191.907817031
646,2_21,S1 Trimer,10.750139788163816,11.01891792628599,141521.93526370806,930756.3705521976
647,2_21,S2,189.27709870850103,261.9697620717121,176133.22344704738,1225487.5313150543
648,2_22,N,38.01469906444618,41.036996103556916,109356.1768661159,1076765.862007244
649,2_22,RBD,222.26468789170906,386.2512528163631,131976.87771476858,904238.3933623477
650,2_22,S,101.54250453715676,127.96606770392353,113596.79459989768,765193.4429243664
651,2_22,S1,170.0120828425413,252.1334701912411,122056.5088253822,761239.8513263245
652,2_22,S1 Trimer,15.044632440935827,15.469647967935995,145487.38734074065,928623.4306603594
653,2_22,S2,386.54714025314286,793.1106022822953,191191.28180371344,1269772.0732113908
654,2_23,N,7.913763614902841,8.1102239516682,107262.88706750491,910281.7301611267
655,2_23,RBD,9.162301903560726,9.395194798890156,123424.23881886824,875567.4927674346
656,2_23,S,8.608450976438007,8.766290566540619,117403.69534399985,744123.8317513745
657,2_23,S1,8.27043837530946,8.493043221691215,116821.54750422941,770603.9496524032
658,2_23,S1 Trimer,9.070322083804895,9.230394337185071,146917.8789815563,893523.2176318628
659,2_23,S2,11.265908672110626,11.51151389692039,178344.78362413126,1279953.923303062
660,2_24,N,8.947352960987162,9.15207312659782,122711.38324922272,930375.6102429077
661,2_24,RBD,10.862698061354266,11.060792042812611,134160.68191778372,854488.2305330352
662,2_24,S,8.748906668280998,8.84724642996838,117071.88070596848,740103.5988507088
663,2_24,S1,8.335248917500794,8.384019607990139,124300.35831518729,723151.5285159074
664,2_24,S1 Trimer,9.198551330374684,9.35167134766247,142422.65434171556,887854.5341502557
665,2_24,S2,15.684260870323296,16.033606803741556,176982.59391209882,1047238.2842831372
666,2_25,N,17.555882059343375,18.214765062548572,107137.91821125826,1113973.644570827
667,2_25,RBD,12.095044106177879,12.46478511124184,122280.5509615345,825742.9092378691
668,2_25,S,18.72781519999223,19.459146799955267,116464.69652275331,736441.7385734766
669,2_25,S1,8.688107628040797,8.889880900608938,117900.17226586168,744426.7859479359
670,2_25,S1 Trimer,9.343951689964419,9.492050972384819,140575.20572456042,905396.3189957408
671,2_25,S2,46.570427179359164,50.27210742149446,167413.14629307672,1049676.2343059145
672,2_26,N,462.94692796483287,6334.722014723732,105677.7860691882,744106.4245294984
673,2_26,RBD,325.6623607102438,877.9689636367152,126379.3747342324,771152.8725265957
674,2_26,S,402.1725597143554,1726.7392291907788,120747.62852061178,745120.0103352421
675,2_26,S1,289.7367365173585,645.2776730615116,116893.13713692661,729975.3674101058
676,2_26,S1 Trimer,60.857748782887384,69.12387429506705,139474.77691466387,830867.7497736302
677,2_26,S2,1290.8564261502788,4780.970480541918,336102.9503557159,2341920.6194023285
678,2_27,N,5.628352284748718,5.638010332503797,108421.50249805056,728734.0606787023
679,2_27,RBD,7.977526742413371,8.107722829974751,123958.20029716188,777071.9805126707
680,2_27,S,7.484379276377773,7.591553934713474,115083.46404519907,717113.3729939334
681,2_27,S1,7.431069115638617,7.528992771397531,112810.43713405948,732370.2485631105
682,2_27,S1 Trimer,8.679597993181925,8.820866443024348,137020.62620306722,827248.374224418
683,2_27,S2,15.88737415514876,16.05047433504948,336553.76264836953,2157569.5151033252
684,2_28,N,5.356043267400977,5.429301201236757,105040.60285384227,877800.8053336903
685,2_28,RBD,8.179866073761557,8.290955550936793,123702.50167279314,812614.8345223084
686,2_28,S,7.7091720782168105,7.798630360558035,112213.7404190647,766185.6488860546
687,2_28,S1,7.366421107499271,7.476941151382373,112271.8166621817,752819.2401133156
688,2_28,S1 Trimer,9.143873622820141,9.287230017523662,137103.14230213096,828602.5573417186
689,2_28,S2,8.886282689087967,8.92331112642703,316995.8917349394,3152471.1985641904
690,2_29,N,188.4593449556628,317.38691033408185,153600.79676517795,3752676.8914477658
691,2_29,RBD,8.119859518050648,8.239071674172727,455306.13568571483,6516095.98887682
692,2_29,S,8.523166107689608,8.671543010732305,130137.25485627052,1882941.9663214039
693,2_29,S1,7.403767035228328,7.594554037220575,182281.77011019242,3572130.0727428664
694,2_29,S1 Trimer,8.630996918955827,8.79919199829133,142949.10561296876,857153.4333208933
695,2_29,S2,60.53652354188201,61.24263576007367,4511562.639967968,17142342.90316556
696,2_3,N,75.58675217825018,87.84433988133203,112437.21496208456,1093413.4551975287
697,2_3,RBD,14.833779983051368,15.269736292081532,124797.95350286204,810712.4881076412
698,2_3,S,121.53233568680855,151.05529492139354,121312.8103439009,786115.0150147892
699,2_3,S1,15.004706073956712,15.429032993382632,123555.57813400569,774433.2140995617
700,2_3,S1 Trimer,9.313590843175758,9.408649614309162,139362.2137041864,833776.1542750227
701,2_3,S2,360.01670421065245,745.5002172819312,177752.92313892266,2024734.3720380762
702,2_30,N,11.35284487848264,11.446029964255162,916545.9221725428,11050433.054832015
703,2_30,RBD,10.31266649078478,10.436294781522093,3332110.41076665,12038769.868286204
704,2_30,S,8.357761595663817,8.506764181287467,1360167.0779714906,11618573.28891597
705,2_30,S1,8.6341599652388,8.60975781771389,2106130.083413757,10427736.378727075
706,2_30,S1 Trimer,9.450336269504444,9.719003238385646,138866.9371548017,1048832.2983966758
707,2_30,S2,18.625150248505108,18.668978845968052,11008172.503375817,20505929.412410818
708,2_31,N,8.951415587150882,9.091098608052564,130957.25493246104,1196553.1333710132
709,2_31,RBD,9.277375586443737,9.46822087895574,130634.01321328834,827475.1145564165
710,2_31,S,8.270894943411427,8.43367890397534,123736.72383839963,721515.5973049795
711,2_31,S1,7.499531069356615,7.718625703928702,125644.03538617006,754310.1721774242
712,2_31,S1 Trimer,9.439925156804197,9.598003407112435,155422.6951743391,888888.676910108
713,2_31,S2,14.737649719571966,15.028812341073296,226602.04075851667,1702052.7649566208
714,2_32,N,13.085618930178654,13.416226632425582,127226.36765615609,1179313.6337598437
715,2_32,RBD,21.455012365836634,22.45408249294121,131835.39592273693,1007293.042128488
716,2_32,S,69.99145945462294,81.22959206833666,121882.23774737342,763759.8725745855
717,2_32,S1,19.04736913035246,19.78759036003281,124443.29284731927,801480.6336811495
718,2_32,S1 Trimer,9.76900715206865,9.917443483039566,139875.12752924676,869996.9081713763
719,2_32,S2,155.63619261000775,209.71136657125274,241505.68165010063,2226835.660045483
720,2_33,N,10.344801747991413,9.89520755065208,105656.51815874595,864467.9663439405
721,2_33,RBD,21.850747390101397,22.885756688518335,130828.01607306069,821356.2405836226
722,2_33,S,19.12497417355321,18.450095142394446,118371.37128321396,749423.554109105
723,2_33,S1,15.61326681882353,16.14609687419311,113777.75044465635,797281.725394199
724,2_33,S1 Trimer,27.091972800432305,28.593972799166206,137798.32888194107,848858.5538578104
725,2_33,S2,92.00381711077122,107.41228287924164,192299.98406494202,1235242.7065221306
726,2_34,N,12.909079379333267,12.904154526475905,11581710.881950028,28129800.93010778
727,2_34,RBD,176.08544755512716,185.73847924849946,2910377.6092242673,11189827.266264416
728,2_34,S,156.60308755721084,160.4996732724652,4466498.788889455,13631076.62775009
729,2_34,S1,135.19846544849474,148.44008786028266,1864293.6675088373,10328784.151519336
730,2_34,S1 Trimer,103.64774290849358,131.20546620223686,131364.0594815209,1194180.316288461
731,2_34,S2,674.3603366922933,685.6913720761904,10155232.14057273,30885165.954918694
732,2_35,N,5.718111045124994,5.852793129197122,104812.74486493194,997101.2512882351
733,2_35,RBD,7.798320690363991,7.940312986551581,118081.01373169482,825016.9804037437
734,2_35,S,7.154413383730258,7.278383259106785,114060.98124601707,759402.964938433
735,2_35,S1,7.230164039341798,7.3073129395043415,116173.14400523997,758387.2171817828
736,2_35,S1 Trimer,8.56444895902894,8.736971821939221,128766.56806147555,855702.8013745586
737,2_35,S2,13.3164429105042,13.5897322228195,195618.86461364865,1411822.9129653533
738,2_36,N,5.870919309159626,5.996264376798793,282235.05983577576,7296798.660010145
739,2_36,RBD,7.934011086341158,8.02346215874325,120827.41402023086,837934.2001668727
740,2_36,S,7.492701221092893,7.638091018589951,121294.17150504213,866173.5922264406
741,2_36,S1,7.149591277207935,7.273422059591744,111398.81158440925,756886.347708982
742,2_36,S1 Trimer,8.259139546732856,8.316803830706935,135159.2064261447,841648.9814755666
743,2_36,S2,12.984567582910529,13.216052098968673,211773.93021909072,1694347.2427994153
744,2_37,N,115.93113168463042,116.07808194642169,12102274.040699368,29375456.013693735
745,2_37,RBD,8.462014941663625,8.61355551578646,137257.62806589922,943482.2271978597
746,2_37,S,7.962691200867195,8.084434621508771,861299.5731738304,3325349.2970067114
747,2_37,S1,8.175887483411374,8.316702303643702,121491.79335819304,832250.3814967115
748,2_37,S1 Trimer,11.606226051861753,11.851217596727158,131931.52339815607,844549.2734588963
749,2_37,S2,46.95300154514682,47.19306955955156,4627289.250837252,12847037.603193237
750,2_38,N,72.26696881600711,84.7527344355179,109901.48501445068,1012430.1923763321
751,2_38,RBD,8.880844822887711,9.004743804787,123499.51065641925,799603.3448672275
752,2_38,S,7.94786851727649,8.055423634061599,118177.17072474278,757009.6887470504
753,2_38,S1,7.4624168776135225,7.608942926936108,119784.50923167617,754517.1213328211
754,2_38,S1 Trimer,10.371113388323545,10.572345116257443,138557.10569489648,816179.760328559
755,2_38,S2,36.08797876785826,38.20452909498847,184033.71634415997,1207694.9543333761
756,2_39,N,68.23425197629233,78.82524485845067,112538.0888805082,836026.448432425
757,2_39,RBD,8.371432862160898,8.48412659602964,127589.95587586299,797855.7458095733
758,2_39,S,7.693234064346277,7.842422757315463,118341.24527144518,737097.5767636538
759,2_39,S1,7.404000389752732,7.3600515539415765,117420.84466253243,736620.3999168847
760,2_39,S1 Trimer,9.264387371944148,9.460008284407127,134316.50120046368,821525.8173469695
761,2_39,S2,20.596236964306584,21.308374477635606,167696.04298884654,1169878.6353397751
762,2_4,N,45.47143638346312,47.360342742419896,978908.4154064995,14207607.501042807
763,2_4,RBD,58.32055751848095,97.74867008728957,210210.87602679175,1994997.3178311866
764,2_4,S,151.61554976074217,213.50075689422937,119341.47529797525,967238.3518700447
765,2_4,S1,64.46212543960216,73.58470091167469,122495.54403789759,877639.4431215172
766,2_4,S1 Trimer,8.709254778630417,8.78461205855388,149133.60655352648,950409.6061794416
767,2_4,S2,467.35337770805506,733.5105115449951,1192909.357099211,13017682.502640724
768,2_40,N,21.621766226608106,22.647122956302038,105747.21517445195,821081.1085131898
769,2_40,RBD,19.66676266444931,20.478353294270427,120105.15254981875,837271.706810006
770,2_40,S,196.93563209799242,356.7032904756383,135159.98028231785,1148199.0305859554
771,2_40,S1,13.189410804937266,13.538362258632342,114419.8938292604,742888.6421648829
772,2_40,S1 Trimer,11.292998374727736,11.549207943781152,129096.03857948254,825982.0729891511
773,2_40,S2,390.32674376793767,1178.0093059011433,219268.52107653863,1850791.7389992462
774,2_41,N,425.4622190145773,2393.197252563952,109427.11301305365,983220.0015821088
775,2_41,RBD,52.1068849128829,57.903424292907424,127837.08328554197,857162.4431881235
776,2_41,S,150.30323720539494,212.50088544448482,113494.56576104932,813448.7694703955
777,2_41,S1,35.442849190764534,38.19973812441368,118609.7182897777,740757.0188462496
778,2_41,S1 Trimer,11.24476511069648,11.526349388481334,137109.107967656,880049.8967492776
779,2_41,S2,526.118959724444,1427.0883863321062,242100.49367865536,1588912.3866075051
780,2_42,N,410.76908351061223,6759.377526188808,134241.3079546127,1461958.3185815504
781,2_42,RBD,909.158843251708,8230.37673716858,1563133.614781889,5476913.0576926535
782,2_42,S,388.75260772687614,8211.508049293267,602585.2268811805,2584369.124422156
783,2_42,S1,387.5352125909646,9274.060498891848,527182.902471693,2638813.0342609235
784,2_42,S1 Trimer,396.31078991616266,1598.333724187313,139299.74685174096,857847.1375970002
785,2_42,S2,1599.6674292305902,11416.471346536764,2592846.084598636,11045105.97012005
786,2_43,N,5.471083684377501,5.487504162407443,135795.54066516313,1455237.9727500675
787,2_43,RBD,7.591276993437686,7.753044541706992,120202.89619790787,954347.5315703276
788,2_43,S,7.763023499575467,7.866237779165376,114580.37552836309,780665.8042807393
789,2_43,S1,7.538251365425421,7.658463218054867,110860.90266259044,781895.7310182167
790,2_43,S1 Trimer,8.456278707691562,8.577355705555338,134962.81852376176,840893.3303418065
791,2_43,S2,23.50444254652143,24.132266880533646,328366.9282909202,1872766.7796950345
792,2_44,N,19.75402128588546,20.577121455740922,132537.80579009984,1356078.322510485
793,2_44,RBD,8.251702670635911,8.40636755320537,126284.1032382988,919666.0881671393
794,2_44,S,24.753602770319006,25.982688962367387,125955.1077522972,755426.9032648313
795,2_44,S1,7.2705675368088185,7.369759506757715,117019.47267461914,749584.0081075862
796,2_44,S1 Trimer,8.469068579847649,8.610008083382093,137024.3844445903,835599.2451978524
797,2_44,S2,471.178052407722,1053.0701350883717,248981.722930424,1763734.2188928637
798,2_45,N,28.615675854434752,2280.4677250201507,279798.0852643895,11028241.880567214
799,2_45,RBD,133.11570345053605,174.63870410831538,126060.89182995228,842648.1378369491
800,2_45,S,406.06304116576274,1728.286834290623,123471.58727544142,747486.1265083414
801,2_45,S1,236.81456431650705,438.3864036022877,122547.45236477893,743944.6622154934
802,2_45,S1 Trimer,39.035557111354066,42.29456852402182,136621.94632822633,879254.633194886
803,2_45,S2,740.3271608525744,10370.12935957184,691764.9582079899,2365437.9371957816
804,2_46,N,129.98800098465767,174.65031355607945,210633.57397238366,7558249.021808362
805,2_46,RBD,39.34727718799071,42.774535379511796,122199.2291123507,826340.2105730626
806,2_46,S,223.60356271269353,388.3585579978896,114356.71985707668,732534.3079416318
807,2_46,S1,31.82819575885571,33.94129368753645,116131.17885398831,740045.9503319612
808,2_46,S1 Trimer,16.946214043114225,17.553903822743084,134172.37948301554,879168.7907428433
809,2_46,S2,573.0270601740658,1766.2225266357984,656477.2999030574,2166049.208839964
810,2_47,N,415.0049812128495,2340.4977003217955,475590.047178658,6312071.155467929
811,2_47,RBD,382.70126710769307,1432.473661951254,120804.75669297596,799786.279027928
812,2_47,S,428.82990464531395,3476.7916782887514,115915.00395081389,715867.1820292347
813,2_47,S1,448.19781686196313,3199.3343160787585,118585.50098299554,702152.6751137564
814,2_47,S1 Trimer,455.4799162604021,3109.1646100349694,133437.9143223619,836823.7779839128
815,2_47,S2,733.331019059134,9824.157354556915,439932.6579542747,1744902.3986497314
816,2_48,N,430.87978347962246,3506.225366753479,115695.94147138779,886068.622408926
817,2_48,RBD,107.21571343563436,4045.7353151667785,123168.50230291326,810009.0879968365
818,2_48,S,541.9574180181221,7337.888788504868,1343416.849513262,4672694.482680121
819,2_48,S1,485.6419756276571,5896.9086755337175,120556.54371350446,713200.227081152
820,2_48,S1 Trimer,459.1794137566482,4621.833693947842,141722.15940228634,825257.8219460503
821,2_48,S2,1579.7332374555383,16744.286178817998,2492848.0376812615,9592839.172218833
822,2_49,N,2448.3334932292623,3477.1626417798043,3788715.3772367495,11795700.32405072
823,2_49,RBD,471.41609777912385,10354.402854709815,152289.72866023536,1539326.4187224337
824,2_49,S,1313.8867900529242,13629.380166557563,2106810.39002553,11852371.023314007
825,2_49,S1,497.03759086331434,12196.784306666576,116763.81939461379,1018959.8874048829
826,2_49,S1 Trimer,457.5399946943209,8412.545559453165,134182.77253358753,913469.2351633371
827,2_49,S2,4143.822108232415,20145.370898136567,3906006.5769727663,19612875.60728609
828,2_5,N,8.927888883358225,8.94850556902079,12861009.820979176,37211510.57396737
829,2_5,RBD,9.957441739120998,10.003806191139615,1740322.860215911,9206736.79404548
830,2_5,S,9.229068034800816,9.338681343974281,3059368.536567676,14417872.894186987
831,2_5,S1,8.069944811767394,8.297451891236026,486606.1048494912,6443456.22687542
832,2_5,S1 Trimer,9.168375216907407,9.379861485674864,152736.96420706913,1410410.005126886
833,2_5,S2,22.32653566871046,22.388734429652374,15146757.993883697,30553891.878022067
834,2_50,N,2485.5911297714606,2694.402206347801,9577861.267475666,20950327.94918586
835,2_50,RBD,4550.6495966232305,5102.775907185096,10742292.967104815,25690888.619742952
836,2_50,S,6070.476199314842,6903.794895491549,11939501.90647674,26019551.285658587
837,2_50,S1,5863.890855710114,6795.665940370457,11417543.522324286,27274605.66619395
838,2_50,S1 Trimer,2709.285361797347,5076.134133337713,4648040.414918157,16371536.71444822
839,2_50,S2,10177.32911605502,11715.97226386702,15317571.212468222,32248763.459713154
840,2_51,N,5.6130488132698115,5.713059409623108,118058.07386973345,984270.5926888504
841,2_51,RBD,7.906484510193638,7.996742681364498,137004.80154860273,964571.4748058404
842,2_51,S,8.086119514622604,8.207107512264269,123593.74897743699,750939.4328084096
843,2_51,S1,7.2978193146648325,7.403471437390272,113200.71813691387,757828.7216030842
844,2_51,S1 Trimer,9.021193534681974,9.149195198192997,136705.38017925082,859267.7755791218
845,2_51,S2,9.211400304212315,9.297842048024192,299882.901673316,2154516.62052377
846,2_52,N,5.271323408392545,5.31622428492935,384942.46368305996,5254701.199108492
847,2_52,RBD,7.478369223901486,7.556320288805774,130557.35638880527,764314.2698492793
848,2_52,S,7.798266357277565,7.855923266275995,146919.2374066579,915103.4779019139
849,2_52,S1,7.626474620732483,7.671292970757956,114680.32011258134,708173.4863469657
850,2_52,S1 Trimer,9.00686221583022,9.059419942735563,139778.76378715737,819813.5930063451
851,2_52,S2,9.182711594786955,9.215920769270811,5806961.468156914,12345094.818430703
852,2_53,N,5.812732230041007,5.822473130260677,6598938.802993656,20996985.67056796
853,2_53,RBD,8.04421561084903,8.11870390913679,985213.827396033,4993525.692137701
854,2_53,S,7.684127885323331,7.752016438360173,3474009.3610759983,13247233.31081095
855,2_53,S1,7.887563907065799,7.891902166753092,1840566.237564356,9677560.654185168
856,2_53,S1 Trimer,8.915400392941237,9.115383979837347,137997.70798950407,1144345.6219091
857,2_53,S2,10.1442647608269,10.160470431305935,13198886.603287937,20535516.233265016
858,2_54,N,42.672442456875075,42.80044154845513,6784089.016650511,23734405.36493823
859,2_54,RBD,19.07967459574176,19.886845145867166,258015.97058572847,2572324.8435051227
860,2_54,S,154.14243780289584,159.38323915531737,3647093.518320969,9849315.40050007
861,2_54,S1,15.118640541029063,15.609906019897982,134908.00551126496,1537177.6563917832
862,2_54,S1 Trimer,10.131892004135901,10.366453996397155,142426.0136064912,970795.5883871497
863,2_54,S2,482.4833056224252,490.83463589563047,8366924.55438912,14182060.0878087
864,2_55,N,2642.0379315640344,2837.276590120539,9386840.608910559,30748917.0415047
865,2_55,RBD,1663.1579647354115,1904.1436975377642,5458611.3071193015,16045680.36780953
866,2_55,S,2884.94170178587,3239.835542494122,7787922.066839943,17049829.3685528
867,2_55,S1,2261.6392866316723,2418.9782757328403,8569135.86677804,18777419.591711927
868,2_55,S1 Trimer,380.75052158633684,386.0548231282369,8923036.085604243,13788726.605506083
869,2_55,S2,6513.558797314376,6949.128222468475,13263991.626270158,20577970.059828974
870,2_56,N,3932.457319739179,4437.1990760262615,8870886.140525695,30285157.41631639
871,2_56,RBD,4462.784451553543,6548.446736411094,5459178.229252459,16464742.979385002
872,2_56,S,5994.672060324295,8127.721844274656,7318073.896329072,17274313.89497974
873,2_56,S1,5804.80424925636,6583.561487293388,8436567.488620749,19323622.310480874
874,2_56,S1 Trimer,1457.746648155853,1527.576723764088,8714147.177988889,13948471.459200861
875,2_56,S2,10909.0783821823,12245.257327464082,12241195.298625896,21343147.880688712
876,2_57,N,4557.093505025733,5014.490497600966,9371986.726233542,32517213.571742825
877,2_57,RBD,5491.9264787266875,6494.2861216096035,8305915.123698639,21182613.67206713
878,2_57,S,6928.8391986024,8217.479156501655,9598171.683010794,21941688.64940267
879,2_57,S1,6474.385290614252,7407.370420709981,10401255.779210929,23875776.781692423
880,2_57,S1 Trimer,1961.1089341467718,2037.8171312216018,9896284.16091384,18272233.94321005
881,2_57,S2,10999.278532788325,13416.49887895648,14519351.743846001,26024980.179664794
882,2_58,N,5525.697561213189,3637.61260248136,10305156.414648639,32241734.819896538
883,2_58,RBD,5253.420179965784,5958.911696940932,10516386.443305563,21788529.350140765
884,2_58,S,6761.939485236419,7603.535545752616,11510979.082820246,23793808.197308227
885,2_58,S1,5961.604819875457,6744.416016328454,11972003.59391739,24032078.955867432
886,2_58,S1 Trimer,1583.5493241384618,1635.0772720558152,10511514.201689998,18819864.777616363
887,2_58,S2,11799.563630916822,12545.137732730538,16843901.16984958,26918185.440132
888,2_59,N,511.2292143791415,9704.119131059122,121429.35409814608,1162195.7062675674
889,2_59,RBD,482.0583648552392,11689.060885944922,112846.67569279466,897576.9341091679
890,2_59,S,493.17895253555906,13168.300474095258,110819.09250471824,760374.1130750763
891,2_59,S1,508.28279415131243,12461.086487452965,110850.84478589399,767715.0296076735
892,2_59,S1 Trimer,466.87915686045227,4336.367877649245,131599.7641377692,842946.1958402694
893,2_59,S2,576.9056197325665,20113.135352809502,160923.48831746593,1457412.1872912012
894,2_6,N,5.611091782527429,5.6892681771088665,12932132.84926154,37396454.137002565
895,2_6,RBD,8.05731781822718,8.054157418998704,1027356.4744240454,10465245.276350208
896,2_6,S,8.162294550214687,8.285763291864596,1962691.4161486158,15958387.034095151
897,2_6,S1,7.046698695310797,7.173469764714011,277869.3898769245,7084785.334038936
898,2_6,S1 Trimer,8.892252898106735,8.998147714031681,148153.08533701894,1412860.3015790416
899,2_6,S2,9.580662374151272,9.564694878810934,14302172.538243951,31541735.82496445
900,2_60,N,7.338205378025685,7.446192299364129,113170.8040879183,1074670.26613579
901,2_60,RBD,12.749595768462948,13.07821140336555,122272.47348577615,901065.7211998686
902,2_60,S,10.897046169836722,11.15853232362925,113801.37270998886,783073.1454319224
903,2_60,S1,7.912654199942721,8.00538089225176,122673.59372504982,825057.6875698731
904,2_60,S1 Trimer,9.039707994132058,9.192269827806207,135343.40298077764,846429.4796438863
905,2_60,S2,36.081293278424575,38.14694229179997,165513.0275150642,1611481.1819762855
906,2_61,N,85.3540533594378,102.62665754769567,120389.04713159475,1154890.3957196285
907,2_61,RBD,48.18661761064223,53.047203492393166,134409.19520513603,864417.6144805554
908,2_61,S,63.72639302051182,73.09600043343875,115274.63574642052,779030.7095084003
909,2_61,S1,13.995618763235257,14.40899549991345,118657.88565694117,753564.235131569
910,2_61,S1 Trimer,9.011228513167973,9.139672377641448,134545.8079262906,870836.2731105821
911,2_61,S2,187.15912070012965,265.0824112197864,178169.31698601783,1162307.2763578647
912,2_62,N,8.984359716605319,9.073856202650223,141080.95903186838,1819867.3639605094
913,2_62,RBD,9.118278729605565,9.323023659389177,142131.28752130744,919847.5454333669
914,2_62,S,10.198917179688664,10.265111626788348,1937176.6818644153,4978284.518952185
915,2_62,S1,8.10615678692707,8.271156238519008,130270.26236190174,820893.5484638875
916,2_62,S1 Trimer,9.278645797921845,9.433495949183648,137913.87723726948,836054.2043374486
917,2_62,S2,21.06413378069585,21.211958825138932,3591811.966281259,9278286.508668369
918,2_63,N,8.024434882550528,8.02014898382423,10456242.627930965,19443418.096815094
919,2_63,RBD,8.748343645968063,8.741073719550425,7969007.604774445,18664895.637970284
920,2_63,S,9.943213390846651,9.87998366219344,9253522.016324103,19833075.842783812
921,2_63,S1,7.552458112282133,7.562105359591309,8941193.166957049,19823942.750343487
922,2_63,S1 Trimer,9.339457151118808,9.426226665140318,2814491.377201015,11454645.797015445
923,2_63,S2,19.542886085040816,19.567165054910262,14597820.043126231,23455961.144922428
924,2_64,N,484.09510211436236,488.34885488820044,10947457.212679781,21991680.89446758
925,2_64,RBD,368.6107077250674,371.89909262077765,8829194.827602886,21043005.837958347
926,2_64,S,800.8198528475384,818.338637152913,9639198.594876952,21668845.122283954
927,2_64,S1,358.3267804996606,361.4606897291029,9612193.664065635,21768020.62534317
928,2_64,S1 Trimer,36.03883102088319,36.24607512268549,3945217.445404711,14378763.077584855
929,2_64,S2,5881.081021394402,6122.608047892939,14610744.937342016,25481452.525959518
930,2_65,N,1059.9452717541765,1078.791110136874,11061858.50600654,25114292.293719593
931,2_65,RBD,3356.502230747674,3595.2787965915486,9534441.208363948,22239463.09920478
932,2_65,S,4258.368948022153,4647.778685692881,10501818.049400205,22758926.10541076
933,2_65,S1,3564.042792882015,3821.2332912434713,10302573.314342225,22736800.09550249
934,2_65,S1 Trimer,1010.0551829734,1135.7671499569826,5025992.022620187,15342091.238545554
935,2_65,S2,9130.616715255115,9680.722252004689,16292223.933332764,26948348.747405805
936,2_66,N,8.137028981861059,8.1424217254516,11283725.87263671,25010989.817770977
937,2_66,RBD,8.58070603932467,8.667307728575693,10014285.898177618,23265610.90939161
938,2_66,S,8.160893998697059,8.172999460951058,10998387.639620293,23495288.735406782
939,2_66,S1,8.456568516351405,8.45871090248482,10682074.6382533,24617846.55973432
940,2_66,S1 Trimer,8.622727470046101,8.618338564423711,5338016.138140913,17132679.844317954
941,2_66,S2,14.089462616678553,14.1350171528098,17159055.765516613,28504091.994963493
942,2_67,N,9.202296829116154,9.289825378318772,10317257.056908604,21327112.452596243
943,2_67,RBD,9.372780960524594,9.383658136724941,8888400.693203604,19986091.444245115
944,2_67,S,9.218034236271693,9.204426411967784,8847436.212328203,20238757.951927405
945,2_67,S1,8.793739788856508,8.77573369851592,9044394.64861426,20612165.146012306
946,2_67,S1 Trimer,9.199489337660005,9.254673651279184,3257719.144484118,13152237.798611205
947,2_67,S2,22.054732958152044,21.971326228964145,15243656.936978437,25147633.529410966
948,2_68,N,10.334507811596593,10.393944981150845,1993220.6477379035,9141925.211338338
949,2_68,RBD,15.66807287712097,15.78830337865948,2021606.1322661354,7442468.654057198
950,2_68,S,35.73072730151128,36.56356834957782,2499253.8700619135,10662758.497492747
951,2_68,S1,11.056696121026803,11.405931759512214,413102.66994226974,4311787.049170217
952,2_68,S1 Trimer,9.853578365008511,10.091510054032698,135461.9055400424,841661.5558640548
953,2_68,S2,136.00603784996258,138.88479012426188,4451272.853617067,14267268.202238092
954,2_69,N,10.727626757944652,10.768618122102106,7387783.756926892,15917464.033836545
955,2_69,RBD,28.79752747433857,28.965688261672668,3132543.263334745,7881024.987944107
956,2_69,S,91.97149904333826,92.96897793597043,5085316.264703825,12301425.10404908
957,2_69,S1,19.477483424042358,20.06899531265817,1039265.4163733365,4788785.427641922
958,2_69,S1 Trimer,10.366001039920988,10.579173572463922,143048.1641528724,867961.0984267701
959,2_69,S2,407.7741145422307,415.98724132866187,7569293.231876786,16629893.766899284
960,2_7,N,16.391488234286758,16.389298812099398,13122743.631845998,37282739.53900347
961,2_7,RBD,43.21401362338627,44.904524088186484,1719078.8388570491,12220549.577499535
962,2_7,S,42.76068052337485,43.74244141207387,2866266.523374051,17281953.578932088
963,2_7,S1,51.64760276079359,58.15435413735927,550227.5995092401,9759308.424814966
964,2_7,S1 Trimer,8.818101417409892,8.987150976370286,165964.0350130049,2303691.6091820938
965,2_7,S2,154.79949095973475,154.99020365153171,15646774.30830609,33740897.305620134
966,2_70,N,56.10760202392008,60.735664606407404,104970.62926400694,920597.290867132
967,2_70,RBD,331.00118868266486,940.0286492140468,136017.56169562886,784499.7166029252
968,2_70,S,397.53254970436893,1760.5827856647957,123367.28448947825,711592.8680282749
969,2_70,S1,302.8157416469871,686.3314967198373,117686.46271086416,704556.4079964526
970,2_70,S1 Trimer,37.69308321758005,40.65133064127867,142418.50413270594,811914.8579238369
971,2_70,S2,582.4223039579513,8485.77236104896,168791.69491290243,1114885.262404794
972,2_71,N,347.68904814912287,973.3183954828671,108748.66500309468,836417.9750877187
973,2_71,RBD,505.05137254826093,7742.003349199137,130635.29990507258,791305.6511754245
974,2_71,S,456.5881880663749,9258.38623518287,112229.26147905111,718202.3020065719
975,2_71,S1,501.81837256891174,7127.698808262749,114408.38881257034,717758.2996102337
