,Sample,Antigen,IgG1,IgG1f,IgG3,IgG3f
55,1_18,RBD,15.395080761513624,15.443479657670457,8758922.714516684,21644450.208257694
56,1_18,S,8.707632002103065,8.707764480506874,9563689.62735874,25340774.599102877
57,1_18,S1,10.498283122920869,10.493787452038882,7848706.175257322,20432447.993884437
58,1_18,S1 Trimer,9.111324740052815,9.100236865119518,3295844.200211107,15962945.615647355
59,1_18,S2,15.443423780499419,15.443840564260842,17926729.81070192,39215732.52492531
60,1_19,N,10.941403547749072,11.009736724643725,4331531.331895543,15910675.5044457
61,1_19,RBD,12.156795372649963,12.153911382897228,12085223.916230658,24992280.407976933
62,1_19,S,9.098555116424034,9.072088083737135,13232743.831104076,28359391.56260289
63,1_19,S1,8.501391113116181,8.505598062941607,11250068.681580452,24329663.33562998
64,1_19,S1 Trimer,9.31715904950339,9.264360338717935,7626583.706199287,19483595.759833217
65,1_19,S2,83.64631718492981,83.67683210792957,20697633.643488225,40147922.526562296
66,1_2,N,152.44180384176568,220.22663484406763,105097.33416877236,1305096.1733249023
67,1_2,RBD,33.58530937445523,36.037951529515794,128036.37533764465,940782.7200683865
68,1_2,S,128.93557863309323,193.93832748660557,226238.65557355894,4082037.65468044
69,1_2,S1,17.158557980946117,17.74073551178196,119115.40532092893,840880.2361253226
70,1_2,S1 Trimer,8.828429063534935,8.990505126772463,130659.37711846098,845591.2786557992
71,1_2,S2,466.85444532657453,518.6638338264943,8141985.076375621,14636754.52273928
72,1_20,N,8.850723050516315,8.910830082196291,4311243.080429314,16713521.760461189
73,1_20,RBD,10.361560433534509,10.353390202241519,12510545.431642668,25864399.626416706
74,1_20,S,23.333632078557528,23.376318465019665,13271203.464987885,29098515.49466907
75,1_20,S1,8.184408321351016,8.100194809387848,11667120.760441558,26008932.993098076
76,1_20,S1 Trimer,9.168542381801467,9.243299238968497,7590178.837112141,19845184.775497377
77,1_20,S2,49.73280411275673,49.75213393899973,20291109.927524947,40958744.596751034
78,1_21,N,7.966772226208826,7.991780230146636,5200010.004532869,17112432.950878527
79,1_21,RBD,9.197149737527324,9.14687083919216,13071585.587085966,25467539.993239474
80,1_21,S,13.80972948623266,13.803291918989913,14000403.475409169,28234420.120166946
81,1_21,S1,7.438448499213904,7.454902051140839,12320688.05560587,25648909.5204857
82,1_21,S1 Trimer,9.283236459190361,9.307287817076503,8485450.116130175,19513938.44673566
83,1_21,S2,121.56469309672424,121.65108647427205,20583104.608538017,37006905.8438243
84,1_22,N,484.2559153216008,542.5783771379109,3284548.31757732,16147554.06040269
85,1_22,RBD,3462.723936730174,3724.341174824889,11203808.320411764,24848809.520985093
86,1_22,S,6930.604133152333,8070.0232713377345,11393522.93443539,26985926.79699602
87,1_22,S1,4516.788420838187,5027.56406820049,10761963.799765604,24841855.657395322
88,1_22,S1 Trimer,1449.1127220763885,1632.8704293064964,6017151.7257997,18760534.347605206
89,1_22,S2,12339.076382091615,12916.338776242797,18110345.90746732,36821698.47202604
90,1_23,N,408.8193280418304,490.9259055126809,2137294.420039387,13672633.97499862
91,1_23,RBD,3336.4479964731677,3600.394581581834,9918551.441772694,23041891.554282866
92,1_23,S,6255.534634181414,7484.156370046056,9534195.570967186,24428659.451633405
93,1_23,S1,4139.071578378312,4646.883088169536,9606370.938071197,22854278.171329193
94,1_23,S1 Trimer,1159.6916727747,1418.8567110646525,4332739.693310158,17458169.461989626
95,1_23,S2,11670.525875781994,12827.422362090943,14924788.445316413,33813179.13272634
96,1_24,N,600.3786815919739,738.4052161234163,2534187.427567147,14772979.99039314
97,1_24,RBD,4696.961486668326,5217.7540393196605,10417073.28073341,22808880.550630026
98,1_24,S,7035.74760128225,8751.041867330876,10354211.001415882,24345410.208530467
99,1_24,S1,5647.815663111598,6567.056864768115,10184115.430066703,22806843.164635744
100,1_24,S1 Trimer,1933.2235084101703,2408.2732772134514,5256923.535181248,17226500.237057324
101,1_24,S2,12323.966619194465,13536.462913574149,16224617.085309235,33501617.489162385
102,1_25,N,6.276008034705235,6.380903154234053,102022.04305183845,959807.8354129876
103,1_25,RBD,7.628745686748272,7.731361145852657,122409.3295548053,801435.3182372916
104,1_25,S,7.353234151320776,7.503992460217945,111705.25631712956,758547.7242222999
105,1_25,S1,7.2691500454581295,7.340051031678311,118733.10061472314,742462.7380298348
106,1_25,S1 Trimer,8.514510465283335,8.708172853472758,138206.54939444896,833995.3363530023
107,1_25,S2,26.490028061048832,27.80852655620565,151580.46037112596,1114309.8021117914
108,1_27,N,178.5474856994666,263.10579515592167,111599.33430096383,1010580.0992477505
109,1_27,RBD,157.3819002900842,224.72545228248555,134893.29282484142,987537.4982601028
110,1_27,S,300.77388176148065,830.4123660165706,122270.8239857792,759364.9100229607
111,1_27,S1,227.21838879018617,404.51547514470474,117556.385557186,769346.2374922946
112,1_27,S1 Trimer,45.59017574450675,50.337894861480784,142587.76630773235,825216.5726247892
113,1_27,S2,637.6542644130861,3207.2631943596807,255127.27696156822,3718657.0391390063
114,1_28,N,417.9204260091688,2395.766407097458,105513.94294531234,911572.777819154
115,1_28,RBD,489.57377275003535,4933.316379608314,125706.45243224707,781473.9829995672
116,1_28,S,486.266866267017,6878.309159463224,114612.0450341114,774980.2447519489
117,1_28,S1,432.85014736503723,6527.081011214955,122892.2733741192,741165.2860466527
118,1_28,S1 Trimer,386.8132285425261,1450.3594021504896,134248.95265315688,856989.6261739755
119,1_28,S2,934.9415781448347,10188.289841295395,310272.2511981711,2264736.6376141272
120,1_29,N,368.3184847488675,1379.540537249092,106999.81938247917,822449.2891999064
121,1_29,RBD,434.27007268789157,2556.317599605221,132802.35842933937,854124.5903124114
122,1_29,S,392.10958930098917,3913.4948337943247,147931.16854331238,1310179.4632483008
123,1_29,S1,459.92655390355463,3773.272375171283,120139.85219338811,765788.545179232
124,1_29,S1 Trimer,273.2783474622827,604.6229608317797,137703.73524911446,850002.7787634648
125,1_29,S2,1645.9559644064423,6441.590654027318,2650004.638640573,11325923.805366773
126,1_3,N,226.53559516677376,295.01067756764587,1025143.6019458742,10228934.947196366
127,1_3,RBD,368.74921492027585,621.3324282188651,1230070.9269344523,9899962.534266436
128,1_3,S,654.156142808638,679.2152751728438,7528811.93000377,15437656.275666876
129,1_3,S1,423.24206609050026,874.6772280789509,1385502.5935676878,9965355.2154516
130,1_3,S1 Trimer,56.49051017394698,63.81033854861643,131165.23899133055,1006402.9887512549
131,1_3,S2,1216.5632612138413,1230.452913065014,14973218.75555012,18746015.122380137
132,1_30,N,1031.0934082490107,1770.8200474377081,2167636.885576852,13713893.231738808
133,1_30,RBD,2447.4691195733585,2612.259853046933,9168847.499045007,22042995.409499228
134,1_30,S,3551.9902433493603,3743.5002889235334,12018765.314188117,28355763.84313408
135,1_30,S1,3182.285815052595,3414.9869003722856,9938401.38084762,24584109.32230393
136,1_30,S1 Trimer,707.1400767287992,754.172160016122,5707122.400701244,20484058.817363575
137,1_30,S2,5944.103220479256,6079.904155176492,19601733.22365906,33092932.93901102
138,1_31,N,834.4953280096321,1266.8190471185258,2112520.4620770453,13323181.931026647
139,1_31,RBD,2146.082515327419,2264.5502202094326,9435208.910805918,22362584.683829114
140,1_31,S,2834.3079053021147,2974.8928105514606,12175633.011727054,27724024.58725026
141,1_31,S1,2697.794152926394,2727.435023187314,10202472.880286777,24581171.14226984
142,1_31,S1 Trimer,514.2359891031267,537.491294506924,5798314.045909885,19987974.88888718
143,1_31,S2,4791.6912969983405,5268.431578738879,19486151.07753533,32315522.336365055
144,1_32,N,845.9754171792274,1004.660352827552,3777816.16911814,16526014.500813805
145,1_32,RBD,2085.8605061102026,2180.0069435194964,11529249.607913382,26005693.79144674
146,1_32,S,2547.7145428920953,2624.9845469495817,14090270.399335627,31776667.26408767
147,1_32,S1,2476.474015798966,2579.100193666829,12745360.99029331,28398052.765485954
148,1_32,S1 Trimer,452.2698188503882,460.56927922470595,8707059.002440559,24625682.143501163
149,1_32,S2,4303.697462693071,4800.863785958822,20334449.10994689,34119064.12555712
150,1_33,N,445.1794719367538,3299.5413262021266,102451.37893788688,913280.6630348834
151,1_33,RBD,455.10145348623604,8208.962070308788,118208.31829833199,748773.8562997897
152,1_33,S,501.38464597550603,9398.093029498777,111369.15050396768,732178.6166516729
153,1_33,S1,519.2547327942176,9312.68465402256,115867.61618236983,724958.8691198464
154,1_33,S1 Trimer,423.94550923143726,2267.8921735977106,130661.5729744335,839266.0433773107
155,1_33,S2,823.9867568995942,14050.112089768503,345604.4249400208,2188024.040733032
156,1_34,N,5.317769479463808,5.332688509867689,116002.48311451034,1503080.9542691547
157,1_34,RBD,7.592571523523082,7.698292543272032,125090.01741426162,1044934.2789276685
158,1_34,S,8.092566926090505,8.095994232643521,2998077.074127587,9346307.451076848
159,1_34,S1,7.308451390675436,7.373347712673433,114353.82102004677,1010087.7556300918
160,1_34,S1 Trimer,8.731312824947345,8.889775838886967,134407.5975576193,826706.2537299107
161,1_34,S2,9.492675006016066,9.461788434045662,5166645.090263602,17723102.23970024
162,1_35,N,5.15494610086608,5.135870002630208,3792990.260936578,13612551.936951451
163,1_35,RBD,8.173179946783751,8.153040593830323,3251701.8026453685,12314065.09751288
164,1_35,S,7.412936243431372,7.415776130989451,8362900.474305644,16434941.688373514
165,1_35,S1,7.714611509142579,7.7719506136756555,4863453.997255804,14903570.248005427
166,1_35,S1 Trimer,9.016945977491545,9.219790845457604,286026.4565564154,2345311.418687356
167,1_35,S2,10.35664523619591,10.392391506357123,14577480.326774625,22938179.00231972
168,1_36,N,11.505460308717403,11.555935988959789,8409630.457907965,23017269.277870886
169,1_36,RBD,12.436704300595537,12.512435732359771,10089822.76627021,26164914.341082983
170,1_36,S,12.221042123273987,12.33553078218201,12318456.857323019,28407040.344245154
171,1_36,S1,10.185593416346366,10.197309826757483,11730436.22172991,28580715.687628213
172,1_36,S1 Trimer,10.521390203708894,10.565369209263023,6437761.629395002,18342505.928993803
173,1_36,S2,45.58898356260111,45.56285433816855,17346051.73851454,35969608.38235794
174,1_37,N,5.821728066705677,5.833872536269848,9751177.921764914,23237537.34884895
175,1_37,RBD,7.996794560515191,8.000122060524792,11974754.792017268,26755652.115624677
176,1_37,S,8.352751894014418,8.34863118082234,13610585.002150424,29468386.687014498
177,1_37,S1,7.341486885316123,7.324764030555724,13277976.944471108,28685591.75217806
178,1_37,S1 Trimer,9.3238133141274,9.259311873082234,8366050.585516736,18451654.14372951
179,1_37,S2,18.241937305274423,18.248479184316054,17932512.987107202,36323766.635381326
180,1_38,N,83.57044219411476,83.8304956835433,8605028.912310343,23273391.458914414
181,1_38,RBD,714.5059444996072,728.4217193460139,9615630.399106856,26369044.49410052
182,1_38,S,609.921846449283,617.1325549930554,11550319.490836076,29234164.486301035
183,1_38,S1,705.3812903612821,715.4384498923633,11042703.694678579,27847090.805633757
184,1_38,S1 Trimer,63.848666284553026,64.2384298768652,5868292.509527836,17564251.05343135
185,1_38,S2,811.5168344491149,822.2325234362196,17089437.64626612,36487589.08042798
186,1_39,N,5.443173159665552,5.450259855321724,6227732.018279962,19605279.648588624
187,1_39,RBD,7.660414738184079,7.71769531467806,7764236.7109849015,22639548.43637328
188,1_39,S,7.749654924082079,7.74242307295754,8711426.011249274,22824375.93874376
189,1_39,S1,7.415973306831697,7.421094184370201,8406482.014518525,23130909.709126394
190,1_39,S1 Trimer,8.559528907336508,8.631511242893461,2342871.9290424366,13196745.958375713
191,1_39,S2,8.775072179422116,8.753847106523045,12760030.122572381,28808481.45980917
192,1_4,N,262.20255676765413,264.19589214142076,9626142.514593674,22560478.949354935
193,1_4,RBD,486.498407623626,493.07763858629903,9866436.26341365,20472055.8194038
194,1_4,S,638.8259097028896,653.0503173441123,10633767.089754542,20970253.35185574
195,1_4,S1,627.3048887039733,638.3926174050392,10586136.840087982,20834414.306018677
196,1_4,S1 Trimer,60.63512312445988,61.660244137499895,3664991.6298967954,14448481.29446222
197,1_4,S2,1274.6068460989773,1403.6554385678348,15580298.693368997,21515887.575069804
198,1_40,N,92.55007139736345,93.00794759358755,7166477.319023412,20691890.717995264
199,1_40,RBD,640.2631336553189,650.6251979614074,8972195.048308238,23193245.5025275
200,1_40,S,271.83765232372997,274.1585592436253,9672287.610830516,23277594.326583114
201,1_40,S1,527.2853491987383,399.9763502290787,9558067.17942148,23493315.30082605
202,1_40,S1 Trimer,97.17575632842892,99.73882598707692,3420656.6457263385,14088261.479796484
203,1_40,S2,615.9185873153103,623.3280228541523,14321739.684926322,28530876.62673199
204,1_41,N,121.02072248802885,122.91186063000758,4654322.295351539,19239313.075201925
205,1_41,RBD,555.2569661744436,571.5363098464792,6899108.731695198,21276192.11218858
206,1_41,S,465.20562585587385,474.6873037601598,7147225.333552168,20327406.41879535
207,1_41,S1,547.9908342042138,563.0461989782651,7030074.505977904,21298093.173628934
208,1_41,S1 Trimer,149.75513864924662,196.6007061201708,872089.757358973,8687153.532533338
209,1_41,S2,1053.0913021115532,1073.1124698448698,10540799.99969051,25680951.567541566
210,1_42,N,7.672133188779133,7.828479233924693,113147.44578476247,1214854.0010690421
211,1_42,RBD,8.455698736213662,8.60478117517552,127653.4133427387,815630.2932124294
212,1_42,S,8.044191290303955,8.155422898544757,118156.19248657154,729005.9606219557
213,1_42,S1,7.6226704228403115,7.860146015974589,110145.96561990706,742066.2834255513
214,1_42,S1 Trimer,9.454033015917611,9.715493312443503,135206.04250402478,857842.2240997673
215,1_42,S2,15.302978961151902,15.560707064437576,260937.80129984397,1744922.5803494127
216,1_43,N,6.722047665972662,6.763584138758142,157803.94468883087,3921702.494189691
217,1_43,RBD,9.281029232977234,9.453375302480682,136836.44267695583,899648.4036431815
218,1_43,S,10.365714038784965,10.63609664633049,119963.72408110739,747332.7299214728
219,1_43,S1,7.894269270559807,7.9539782010401,121875.56245719145,762803.397043404
220,1_43,S1 Trimer,9.09741600904784,9.263283250960448,135480.87858069522,845242.1138564766
221,1_43,S2,81.54389335522225,89.26034765540432,528797.9053999593,2515377.3380225897
222,1_44,N,11.22168248995318,11.452207366727373,136464.22251192556,1248386.450152938
223,1_44,RBD,93.36087235047826,113.84571204240702,140590.71429567732,934238.7984600201
224,1_44,S,91.21008378310859,109.43083873350088,120655.35093206818,832685.9191031002
225,1_44,S1,66.60573214207886,75.27901763647411,124369.22783242284,786412.7745528
226,1_44,S1 Trimer,64.28073807291834,73.69142918120897,144184.0576427894,903985.806171003
227,1_44,S2,585.7208169252455,2269.710248922038,375364.8098728559,1871872.0979103972
228,1_45,N,5.9666272901947774,6.153473057713984,210203.47405296206,2052610.0891585327
229,1_45,RBD,56.70284107413317,66.02289560238283,231106.3447018434,2486650.5505080028
230,1_45,S,23.337645547605547,23.474227275321578,3424201.4245722033,11505796.400422698
231,1_45,S1,32.52602178785776,34.96847005564568,140530.8585542155,1270134.6379892144
232,1_45,S1 Trimer,9.130707582739001,9.265048036710047,150938.14922509642,884696.6251788373
233,1_45,S2,110.24735782450611,111.35881358010391,5275480.621514762,17106730.163577247
234,1_46,N,9.998498954714776,10.048673937106628,5904482.8567627715,18871741.969969697
235,1_46,RBD,12.25742364403096,12.179205966583405,10981808.74336324,22884287.33967896
236,1_46,S,9.445391768753359,9.455634890218995,12201486.265723053,23230169.57265326
237,1_46,S1,8.89191616655711,8.896269862473602,11066976.327182688,24201636.347523417
238,1_46,S1 Trimer,9.383825509107075,9.395281409302958,4215361.715782693,15319935.084934361
239,1_46,S2,35.21082805102969,35.21919249916584,14589248.357068637,25072781.662299316
240,1_47,N,6.550566730230165,6.589578723596541,121260.59080684646,880522.444172521
241,1_47,RBD,9.456018768370836,9.653215192823863,131374.8480358902,834160.6626423288
242,1_47,S,8.245242612332273,8.359775883910936,123559.08845162402,778396.3528546619
243,1_47,S1,7.827125899486983,7.926211874086727,126459.49525470154,760598.1548449565
244,1_47,S1 Trimer,8.876461240584502,9.116256725166025,135938.07364335406,824626.6895305222
245,1_47,S2,12.197541689648382,12.484226096572566,201373.21336458487,1362746.2245242875
246,1_48,N,5.030518101509928,5.054681868180721,6619294.342324097,20328034.99481949
247,1_48,RBD,7.341974982573709,7.326082510657464,11530589.060527587,24911426.44064073
248,1_48,S,8.052263203761154,8.084639734748945,10280260.519894559,25681325.09380597
249,1_48,S1,7.187378611337497,7.137672908009017,11329059.911283826,25785697.42768639
250,1_48,S1 Trimer,8.863865107834025,8.895262146547998,7194739.618812106,22855418.400736507
251,1_48,S2,9.087117006999666,8.968861219749781,13209762.37597056,31127333.774725135
252,1_49,N,5.405172743232228,5.402979301155698,5944765.851594211,19659502.001712993
253,1_49,RBD,7.799904852188063,7.819592844447315,11308163.776324496,25126987.666040212
254,1_49,S,7.800244365122979,7.800843533398801,9489105.200441854,24171851.722320266
255,1_49,S1,7.293936155896038,7.2818461684333595,10835265.423683455,25424496.52441979
256,1_49,S1 Trimer,9.27457670876488,9.325295633071736,5515077.215419185,21602431.93418328
257,1_49,S2,10.037296349269079,10.004895909932683,12208722.996103711,32091898.392773762
258,1_5,N,19.592285445175524,19.48741478301068,10245918.353790002,21188755.94656056
259,1_5,RBD,16.260622775904046,16.281420514281443,10856899.460467685,20308309.278993208
260,1_5,S,12.990686876389065,13.039198229996245,11350165.330800835,20593269.558162503
261,1_5,S1,12.101525676366396,12.117674698760414,11108352.523313612,20450005.914158303
262,1_5,S1 Trimer,9.605402798480013,9.589882776334798,3861423.817407181,13831728.827207075
263,1_5,S2,266.9047744173779,267.7290011976523,16002320.214849172,24550795.13870453
264,1_50,N,4.947182917988456,4.9431336850139065,100101.98813678496,814119.7333331829
265,1_50,RBD,7.754590829529934,7.932784432562025,118492.00524778476,824488.7301586003
266,1_50,S,7.472909274634198,7.557007163218185,115384.27637663479,773734.6440063166
267,1_50,S1,7.20551542276731,7.285087890424723,115625.35060414314,757304.1833627806
268,1_50,S1 Trimer,8.396989714588502,8.603506967650908,134987.26448063704,852762.5773425429
269,1_50,S2,9.5044531294334,9.604921587190375,185081.19732186804,1332551.3762592692
270,1_52,N,5.248696931391954,5.336402712978045,105083.94476488802,883371.7024834271
271,1_52,RBD,8.217082184651234,8.449290818332056,238867.00783413378,2258435.8420183873
272,1_52,S,8.315957462867244,8.444547756090627,148494.67226944445,1409450.8534164138
273,1_52,S1,7.761759287931418,7.873448682596282,155955.2642984996,1267983.6804585403
274,1_52,S1 Trimer,8.497787926100616,8.737766875040215,136908.0220112194,874011.041332623
275,1_52,S2,21.13322179477273,21.194337908425645,4768548.358310623,15503114.964696635
276,1_53,N,54.02516272528909,54.86657308256181,2823995.704832583,14964034.74434327
277,1_53,RBD,64.51832335722393,64.85791565382605,5982254.733589184,13481349.441269534
278,1_53,S,45.02053930464284,45.20614484579584,5713257.905397097,16744029.098970126
279,1_53,S1,55.33635864042943,55.680590727072826,5429007.060675645,14259758.673121672
280,1_53,S1 Trimer,9.372475762764447,9.612879109394763,188754.8825466,1769560.6011979168
281,1_53,S2,252.05079933038394,253.70125074241378,9992597.209690638,25041005.422537595
282,1_54,N,7.810174178275227,8.002272301374102,119790.15628285817,864043.6461004962
283,1_54,RBD,8.84243893434893,9.034816029201686,126534.72775964183,807932.7826254679
284,1_54,S,7.886509806304347,8.008918292947921,122003.6128419569,748817.6236277627
285,1_54,S1,7.665426474525762,7.80714175810302,125041.10900737756,750544.3003098053
286,1_54,S1 Trimer,9.23755064068983,9.355888173676208,140486.85824581757,855086.4062711659
287,1_54,S2,12.41411639405383,12.651677592788158,173858.9666077858,1037016.545756947
288,1_55,N,15.683607023848106,16.207642216273925,103242.71173224325,685366.0103001627
289,1_55,RBD,65.53357727563318,75.19704892388776,120347.21396892815,750651.3677594884
290,1_55,S,13.59579328099512,12.784107103726514,112877.60314900086,749325.9994565051
291,1_55,S1,34.0635990830376,36.49036181334851,115343.90324789865,728289.3193432093
292,1_55,S1 Trimer,8.775664580537855,8.917871155459249,136928.95973910487,822520.76079544
293,1_55,S2,11.204853944696033,11.427434706474486,175045.09407947364,991611.7656017876
294,1_56,N,5.59037569918256,5.626265642887293,104539.98881280894,784574.3340474393
295,1_56,RBD,7.970081628160614,8.168879525300575,120886.42399880158,769155.1373310162
296,1_56,S,7.8969391512107014,7.8698260603221035,114343.96212741596,748966.0335978394
297,1_56,S1,7.869587686972129,8.035470002139302,112857.75330226436,736712.5836513945
298,1_56,S1 Trimer,8.996534587264893,9.211078096345442,131324.93535517828,802400.1256170274
299,1_56,S2,17.97075439443127,18.556490827568247,151783.91737577762,1098019.2804127494
300,1_57,N,8.838925251991395,8.898275543955073,102717.89102909049,783782.1268313483
301,1_57,RBD,9.732206072835742,9.959570067809306,125582.33119672566,842523.684017809
302,1_57,S,22.79214813749667,23.91985939183609,111200.28662544936,816421.6850409019
303,1_57,S1,8.278664571188592,8.343729646342473,112023.94858288845,852388.2470091973
304,1_57,S1 Trimer,9.064292709909186,9.24668508595592,130089.50636844333,874351.2759247491
305,1_57,S2,68.54918994114202,77.80704425912089,147380.1252630385,1139190.354665201
306,1_58,N,26.245619202060556,27.417791503804107,95117.80287357762,831235.6219097301
307,1_58,RBD,58.96429845830369,67.00330344719637,119299.16297199097,773200.3072296875
308,1_58,S,128.63399188306448,174.14227222544002,110759.93612973542,737301.9272442346
309,1_58,S1,44.07422749198622,48.23455791171538,113650.64992732476,755087.0283917292
310,1_58,S1 Trimer,9.596875050082996,9.78559430246829,129442.01997638051,816295.8813927599
311,1_58,S2,380.48506837827136,892.8967004773048,151114.4305478718,1088937.9316064706
312,1_59,N,38.52496268751797,41.86149949347366,100873.39615409735,877334.6380885969
313,1_59,RBD,138.86369896906712,189.9836193308001,127031.05551365214,842935.8228189684
314,1_59,S,267.16089785342575,541.3405043714857,116171.41021241044,748592.8364306013
315,1_59,S1,102.45434085728019,126.80206169131,120824.55843543488,756498.6367449888
316,1_59,S1 Trimer,10.055355291972253,10.21650578357758,132931.5098671443,827681.8419335075
317,1_59,S2,531.9892393811815,2879.209321976594,177791.65006536403,1713189.5425797168
318,1_6,N,470.94875943577057,477.0115834520962,10088501.93187741,20922849.22858805
319,1_6,RBD,278.5189587582632,279.9754659320237,11200037.122490922,21383878.124309413
320,1_6,S,249.77122190668416,251.17042483937888,11837765.973670973,21880536.60446404
321,1_6,S1,266.42631354339255,269.098951029792,11368275.634592948,20732489.54911517
322,1_6,S1 Trimer,30.415517326673687,30.601931683961887,4255331.380571844,13875751.612633297
323,1_6,S2,1856.6977789157258,1884.9533395287542,17081035.258932568,25395214.363330457
324,1_60,N,7.276285329164529,7.4621862711639855,101704.38772832985,1119271.0526522233
325,1_60,RBD,9.589877358862184,9.724175050432207,118809.25304504336,1937802.6940407318
326,1_60,S,9.620968139088829,9.865535001839383,117606.67001002854,1541614.8533072267
327,1_60,S1,9.699914302954996,9.840498503956141,110916.7352095724,1861364.6455256676
328,1_60,S1 Trimer,9.025619262549041,9.174278222395063,125628.53597434079,843874.4059024467
329,1_60,S2,18.47887272337398,18.915293836649074,1671573.1701510674,13989319.61922369
330,1_61,N,6.461386858820864,6.473893549462784,9871711.754472151,19050004.135053303
331,1_61,RBD,9.063945308564305,9.073914005541686,9086408.271967748,19409270.66302092
